counter,SenderResponse1a,SenderResponse1b,SenderResponse2a,SenderResponse2b,SenderResponse3a,SenderResponse3b,SenderResponse4a,SenderResponse4b,SenderResponse5a,SenderResponse5b,SenderResponse6a,SenderResponse6b,SenderResponse7a,SenderResponse7b,SenderResponse8a,SenderResponse8b,SenderResponse9a,SenderResponse9b,SenderResponse10a,SenderResponse10b,SenderResponse11a,SenderResponse11b
89,1000.0,1000.0,1000.0,1000.0,2.0,42.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,2.0,1000.0,1.0,29.0,2.0,1000.0,1.0,1000.0
90,1.0,80.0,1.0,2.0,1000.0,1000.0,1.0,45.0,1.0,81.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
91,2.0,21.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,1000.0,1000.0
92,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,81.0,1000.0,1000.0,1000.0,1000.0,1.0,36.0,1.0,87.0,2.0,1000.0,2.0,1000.0,2.0,50.0
93,1.0,12.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,62.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,1000.0,1000.0
94,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,2.0,1000.0
95,1.0,34.0,1.0,1000.0,1000.0,1000.0,1.0,42.0,1.0,28.0,1.0,25.0,2.0,1000.0,1000.0,1000.0,1.0,58.0,1000.0,1000.0,1.0,63.0
96,1000.0,1000.0,1.0,25.0,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,2.0,81.0,1.0,26.0,1.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0
97,2.0,1000.0,1.0,1000.0,1.0,3.0,1000.0,1000.0,1.0,1000.0,2.0,95.0,1000.0,1000.0,1.0,86.0,2.0,1000.0,1000.0,1000.0,2.0,9.0
98,2.0,2.0,2.0,12.0,1000.0,1000.0,1.0,79.0,1.0,30.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,1000.0,1000.0,1.0,1000.0
99,2.0,71.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,2.0,70.0,2.0,1000.0,2.0,89.0,1.0,1000.0,1000.0,1000.0,1.0,42.0,2.0,19.0
100,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,2.0,71.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,64.0,2.0,1000.0,1.0,45.0
101,1.0,49.0,2.0,1000.0,2.0,48.0,1000.0,1000.0,1.0,25.0,1000.0,1000.0,2.0,27.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
102,2.0,89.0,1.0,1000.0,2.0,1000.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,2.0,41.0,1000.0,1000.0,1000.0,1000.0,1.0,33.0
103,1.0,24.0,1000.0,1000.0,1.0,4.0,1000.0,1000.0,1.0,1000.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,12.0,1.0,63.0,2.0,80.0
104,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,1000.0,1000.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,52.0,1000.0,1000.0,1000.0,1000.0
105,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,48.0,2.0,1000.0,1.0,51.0,1.0,61.0,2.0,1000.0,1.0,24.0,1000.0,1000.0
106,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,2.0,39.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,21.0
107,1.0,1000.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,41.0,2.0,57.0,1000.0,1000.0,2.0,76.0,1000.0,1000.0,2.0,4.0,1000.0,1000.0
108,2.0,1000.0,1.0,1000.0,1000.0,1000.0,1.0,1000.0,2.0,1000.0,1000.0,1000.0,2.0,24.0,1000.0,1000.0,2.0,51.0,1000.0,1000.0,1000.0,1000.0
109,1.0,73.0,2.0,26.0,1000.0,1000.0,2.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,84.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0
110,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1.0,1000.0,2.0,1000.0,1000.0,1000.0,2.0,87.0,1000.0,1000.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0
111,1.0,1000.0,1000.0,1000.0,2.0,80.0,1.0,1000.0,1000.0,1000.0,1.0,46.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0
112,1.0,1000.0,1000.0,1000.0,2.0,1000.0,2.0,89.0,2.0,95.0,2.0,50.0,2.0,6.0,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,2.0,1000.0
113,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1.0,1000.0,1.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,1000.0,1.0,82.0,2.0,1000.0,1000.0,1000.0
114,1000.0,1000.0,2.0,62.0,1000.0,1000.0,2.0,1000.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
115,1000.0,1000.0,1000.0,1000.0,1.0,6.0,1.0,48.0,1000.0,1000.0,2.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.0,8.0,1.0,8.0,1000.0,1000.0
